"","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"11178",0.55,5.02,-87.8,5,0.02,0,-0.03,-15,2,46,49,636,-300,0,0,0,38,2.2,-0.79,0.61,117,45,-347,663,-119,-266,55.08903351,-53.39133016,-75.23932274,28,0.34,0.13,-0.39,-140,144,-188,-531,283,132,147,16.2,126,37,0.27,0.71,0.97,-87,298,-192,-579,643,636,"C"
"11537",127,-41.4,162,18,0.13,0.11,-0.15,50,47,-159,169,600,-307,-7.15,33.2,-71.2,27,1.06,-0.74,0.85,-259,-35,-3,-250,311,573,55.09988,-28.01245768,-93.71877805,17,0.27,0.14,-0.03,-47,89,-137,-552,261,56,0,0,0,41,0.42,1.48,-0.57,-82,392,30,-290,826,783,"C"
"11757",125,-42.6,165,18,0.19,0.11,-0.16,45,46,-159,165,607,-300,-11,21.8,-68.1,23,1.69,-0.98,1.02,-222,-7,33,-44,323,583,39.9540273,-32.79852913,-104.1341124,17,0.18,0.05,-0.07,-53,64,-142,-566,240,72,0,0,0,48,0.93,0.61,0.41,-336,329,34,-703,471,703,"C"
"14593",0.79,4.03,-87.5,4,0.05,0.02,0,-11,1,40,48,622,-314,0,0,0,18,2.42,-0.83,-0.69,-27,158,67,429,180,484,67.50447384,-46.5954347,-69.24752958,30,0.35,0.66,-0.61,-133,185,-189,-473,390,58,142,24.8,121,35,-0.24,1,0.16,-154,281,-125,-623,602,753,"D"
"10629",0.71,4.9,-87.9,5,-0.06,0,0.02,-17,2,44,56,632,-306,0,0,0,26,4.16,-2.6,0.2,-27,156,-195,744,8,88,114.2472538,-21.99658019,-36.12207429,33,0.16,-0.37,-0.03,-71,296,-115,-256,523,139,159,6.9,98.3,32,0.4,-1,0.05,172,222,-147,-60,714,768,"C"
"9159",123,26.7,-2.98,19,-0.39,-0.02,-0.48,-44,73,-170,1,587,-369,14.4,-70.5,-150,22,-3.47,1.3,0.11,145,60,151,317,329,482,-62.72710694,1.011978507,94.34175109,10,0.42,0.59,-0.52,1,-58,80,415,-620,-142,117,10.9,83,36,-0.24,1.08,-0.16,127,280,-164,-265,794,726,"B"
"7434",126,-43.5,164,18,0.11,0.11,-0.16,51,42,-159,166,603,-312,-11.1,7.52,-46.8,11,-3.31,0.26,0.62,-59,-70,55,614,73,373,91.76131621,-25.59952163,-58.53060472,18,-0.51,1.35,0.46,-44,138,-96,-452,389,113,0,0,0,49,0.72,2.14,0.97,-60,475,-19,-294,824,687,"B"
"595",123,25.5,-3.79,20,-0.42,-0.03,-0.44,-43,70,-176,8,575,-371,26.3,38.5,-24.3,42,1.2,-0.85,0.23,392,-67,-87,747,49,-31,2.521230998,24.18421479,132.7591121,8,0.35,-0.21,0.02,19,2,77,544,-504,-96,-131,47.7,-116,27,0.74,-2.41,-0.23,-143,-90,-207,-495,-293,199,"A"
"6882",1.6,6.08,-91.8,3,0.06,0,-0.02,-16,1,19,17,607,-304,77.3,-7.57,63.8,21,2.14,-1.08,0,-109,170,-16,242,311,505,33.09460697,23.85752548,115.7331222,7,0,0.06,-0.07,16,22,62,-487,340,90,138,0.05,108,43,0.13,-1.99,-0.36,-9,389,-170,-362,752,611,"B"
"6840",1.97,6.47,-93.1,3,0.1,0,0.02,-22,5,17,2,599,-296,79.6,-34.1,39.8,13,2.57,-1.28,0.31,32,117,-31,630,56,339,94.29064077,59.36949004,18.02078292,19,-0.39,0.32,0.08,103,149,33,-146,605,7,140,-2.71,94.4,41,-0.03,1.46,0.2,55,345,-189,-255,749,578,"B"
"8315",115,17.2,-5.71,17,0.06,0.11,-0.16,-22,62,-155,8,608,-312,-90.2,-23.6,66.8,43,1.03,-0.77,0.98,78,-194,-369,299,-158,-526,43.40840752,-2.628925308,113.5807527,8,0.02,0.08,0.08,-2,32,69,-438,444,-30,28.6,-8.32,-69.3,10,0.19,-0.14,0.25,-3,97,7,63,627,484,"B"
"2013",1.17,3.33,-87.8,3,0.02,0,0.03,-9,2,27,44,571,-424,73.7,-3.28,76.6,24,2.33,-0.53,0.16,-140,185,-44,76,257,606,-25.2456422,42.93781122,106.3871151,2,0.08,-0.48,-0.18,10,-6,21,-365,279,328,165,12.4,110,35,-0.34,-0.64,0.39,-78,275,197,-697,1190,-580,"A"
"7104",0.63,5.27,-87.9,4,-0.13,-0.02,-0.08,-14,7,35,46,628,-311,0,0,0,21,3.68,-2.73,0.97,54,56,-195,743,-67,-83,91.92166011,-22.27049232,-60.01817065,32,0.45,-0.74,-0.75,-70,252,-179,-156,580,81,174,41.1,-131,29,-1.62,3.81,0.62,-97,-121,-234,-354,-407,223,"B"
"1190",122,-42.8,169,17,0.11,0.11,-0.2,50,44,-154,170,610,-295,-163,81.1,-69.4,28,0.22,-0.5,0.9,-266,-49,-24,-310,277,614,55.82237782,-26.80382259,-93.70090568,18,0.47,0.21,-0.11,-47,94,-143,-516,342,27,0,0,0,55,1.14,-0.95,0.52,-77,531,-61,-198,752,414,"A"
"7665",126,-44.7,166,18,0.11,0.11,-0.16,50,45,-161,171,599,-319,26.2,-31.5,-9.68,12,3,-1.94,1.13,88,-60,-51,741,76,70,117.8973716,12.23712618,-37.02395177,23,0.27,0.13,-0.21,28,212,-83,-218,541,149,0,0,0,49,1.46,-0.4,0.36,-18,483,13,-160,792,702,"B"
"17906",1.44,3.55,-88.3,3,0,0.02,-0.02,-10,4,29,28,579,-427,133,-37.3,-65.4,40,-2.76,0.8,-0.18,96,40,-381,434,-187,-478,40.17975814,18.5739686,112.3549994,9,0.18,0,-0.1,17,36,83,-361,232,366,-166,15.1,94.1,39,-1.41,-1.7,0.87,-56,320,193,-696,1230,-595,"E"
"5148",109,25.3,-16.4,17,0.13,0.11,-0.15,-24,63,-154,26,609,-311,-143,-72.8,5.79,31,0.26,-0.53,0.82,-296,-40,-72,-407,281,527,-111.2525005,-33.21918752,30.35811775,4,-0.02,0.18,0.05,-12,-33,11,-553,282,-167,-4.35,-5.17,-84.7,1,-0.11,-0.08,0.03,5,10,-9,64,612,504,"A"
"4372",111,24.6,-15.7,17,0.03,0.11,-0.13,-21,63,-154,27,604,-303,-134,-73.2,-5.46,32,0.24,-0.51,0.82,-298,-44,-74,-412,278,521,-77.92420571,-11.11879651,77.92420571,3,-0.31,0.55,0.52,-3,-19,19,-549,294,-185,1.91,-1.58,-95.9,5,0.47,-0.77,0.43,-13,46,-1,-44,712,594,"A"
"16609",11.9,6.24,-91.4,5,0.08,-0.06,-0.26,-16,14,-39,33,501,-469,135,-39.6,-34.4,30,2.87,-1.69,0.46,91,-23,-278,684,-311,-198,69.17591327,30.5979383,78.77529602,6,-0.34,0.75,0.05,17,36,40,-510,340,27,148,23.8,127,44,-0.26,-3.63,-0.77,35,387,-187,-546,667,588,"E"
"12322",120,14.3,3.64,18,0.14,0.11,-0.18,-20,60,-161,30,595,-336,-42.4,28.3,-85.4,28,1.43,-0.93,1.23,-267,-50,7,-201,241,621,-108.3603338,-48.12240016,7.018860254,7,-0.03,0.22,0,-33,-63,5,-469,405,-33,-50,36.2,-146,44,0.08,0.85,0.59,-417,-94,19,-677,151,421,"C"
"16555",9.35,6.71,-91.4,2,-0.02,-0.02,-0.54,-8,0,-18,27,525,-437,148,-20.5,-91,47,2.36,-0.43,-0.02,-22,-84,-448,132,-289,-506,53.43359739,37.66484054,89.15571749,7,-0.51,1.03,-0.44,26,36,55,-470,361,90,153,-7.38,85.9,47,0.11,-1.69,0,84,391,-233,-93,678,398,"E"
"16724",122,27.9,-5.27,20,-0.53,-0.14,0.28,-41,59,-180,-15,588,-368,22.9,0.16,-34.4,23,0.29,-0.56,0.36,183,19,135,247,326,521,-29.52679993,23.93879405,118.6005535,9,0.29,0.03,-0.2,22,-27,86,485,-557,-77,134,35.6,124,42,0.39,1.25,0,-184,319,-187,-646,526,487,"E"
"1461",121,-43.9,174,17,0.1,0.11,-0.18,48,47,-156,161,606,-306,10.5,33.4,-43.7,13,2.18,-1.32,0.36,-108,16,60,343,265,497,53.80004582,-31.77723139,-92.70869624,16,0.11,-0.06,0.18,-50,82,-128,-548,283,45,0,0,0,42,0.72,1.7,1.07,-19,413,-5,-243,820,693,"A"
"7145",1.14,3.05,-88.1,4,-0.24,-0.02,-0.05,-12,0,35,38,631,-321,0,0,0,27,3.39,-2.39,0.82,47,66,-249,710,-109,-195,86.14014987,-24.82034598,-64.75991417,33,0.71,-0.53,-0.75,-79,244,-194,-160,594,72,141,19.3,137,30,-1.33,5.83,1.05,71,254,-128,-655,543,933,"B"
"5770",121,26.2,-4.85,19,-0.43,-0.05,-0.41,-42,71,-166,-3,588,-356,162,12.9,-5.62,38,-3.52,1.41,0.62,351,-38,-121,615,-70,-364,-79.95571798,-21.29460481,72.64397747,14,0.43,0.63,-0.67,-28,-95,88,275,-694,-137,-160,62.7,-123,20,-0.74,2.94,1.43,-99,-47,-168,-481,-240,434,"B"
"17522",130,7.11,41.2,19,0.35,0.03,-0.25,-21,66,-173,82,591,-352,-52.1,-3.48,-53.3,14,2.63,-1.24,1.12,-101,-65,58,406,115,535,-86.33521963,-60.65290399,-31.74587353,8,0.13,0.45,-0.07,-42,-56,-23,-437,430,47,-52.5,53.7,-142,37,0.18,3.13,0.72,-349,80,25,-672,371,422,"E"
"4127",121,-43.1,170,17,0.13,0.11,-0.16,46,46,-156,171,612,-291,-95.9,58.5,-57.9,29,-0.02,-0.4,0.75,-276,-72,-9,-271,235,620,54.78302824,-25.52906742,-95.35074371,19,0,-0.26,-0.11,-48,99,-155,-535,323,20,0,0,0,39,0.96,-0.37,0.15,-376,84,-1,-541,-181,310,"A"
"1626",1.12,4.93,-87.8,3,-0.05,0,-0.07,-9,4,29,62,582,-413,78,39.5,95.2,29,0.18,0.06,-0.28,-227,148,-97,-337,225,595,11.85790659,-61.30623892,94.29405816,38,0.21,-0.1,0,-214,44,301,-438,230,308,175,-68.7,125,36,-0.21,-0.16,0.3,-59,277,212,-461,976,-384,"A"
"11390",127,-40.5,161,18,0.14,0.11,-0.16,50,44,-161,173,609,-300,-22,-29.6,-22.7,13,0.98,-0.67,0.8,64,-97,-62,706,-21,254,61.59078405,-34.06411191,-84.01534079,15,0.05,0.05,-0.03,-48,83,-107,-543,265,86,0,0,0,35,1.3,0.21,0.97,65,326,-82,98,613,358,"C"
"3620",1.54,5.23,-87.7,3,0.05,0,0,-13,2,31,53,624,-321,0,0,0,34,-0.64,0.14,0.05,-265,182,-102,-405,416,430,70.70367106,-41.14897088,-70.30878562,34,-0.13,0.02,-0.15,-133,216,-215,-437,454,-41,-37.1,73.1,-8.02,29,-0.34,2.14,0.02,-209,-27,-184,-630,21,486,"A"
"2011",1.05,3.31,-87.8,3,0.02,0,0.02,-6,2,26,46,575,-422,73.9,-7.78,68.5,21,2.18,-0.66,0.07,-85,188,-19,208,225,588,13.27135627,36.06311701,118.439248,2,0.14,-0.5,-0.1,8,3,21,-363,286,342,164,11.4,107,35,-0.21,-0.72,0.28,-53,278,194,-663,1180,-572,"A"
"8372",116,16,-5.56,18,0.06,0.1,-0.18,-26,64,-158,25,604,-317,-53.7,-19.6,-2.83,18,-2.31,0.14,0.66,92,-114,-96,738,-70,19,84.32455804,36.99953359,59.21410673,13,-0.1,-0.26,0.18,46,95,71,-318,537,-61,-11.2,34.1,-130,32,-0.66,2.86,0.52,-308,45,65,-676,494,618,"B"
"1778",1.07,4.37,-87.6,3,0.02,0.02,0,-9,4,29,53,575,-413,72.5,44.2,86.3,30,-0.06,0,0.03,-225,153,-121,-353,241,579,28.0343532,-50.54487484,97.92105255,1,0.19,-0.5,-0.23,-7,4,12,-431,265,282,152,-40.9,110,36,-0.11,-1.24,0.31,0,290,204,-368,934,-401,"A"
"17591",1.04,3.95,-86,3,-0.06,0.02,-0.03,-13,-1,28,62,576,-417,91.6,7.3,113,38,3.21,-0.51,0.18,-310,187,-77,-428,329,551,48.72175104,24.5204064,101.5302304,6,-0.05,0,0.1,14,27,49,-465,186,294,-170,7.89,21.6,32,-0.03,5.03,0.98,149,213,177,576,-413,55,"E"
"8593",118,15.8,-4.28,18,0.1,0.11,-0.16,-23,65,-164,17,597,-329,-41.5,24.7,-107,31,1.14,-0.93,1.41,-303,-36,-38,-374,358,526,76.15066814,79.08086964,-13.63335467,10,0.1,0.05,-0.23,68,66,-13,-105,614,-98,-57.5,10.1,164,48,0.51,-1.78,-0.84,-404,-238,6,-457,-335,95,"B"
"10588",0.94,6.75,-93.3,3,0.02,0,-0.02,-18,5,21,0,611,-311,60,-27,20.8,18,-1.48,0.55,-0.28,72,22,-163,739,-120,204,-113.7070502,-31.95108092,28.29628819,3,0,-0.16,-0.31,-9,-26,8,-574,245,19,150,48.6,141,33,-0.03,2.99,0.85,-104,248,-186,-679,416,593,"C"
"17087",133,9.93,56.1,18,-0.11,0.11,-0.8,-22,65,-164,32,600,-326,-39.1,5.98,-62.4,17,2.06,-0.87,0.59,-151,-51,61,195,165,610,-67.53439969,-72.06820346,-42.98970553,3,0.19,-0.35,-0.07,-19,-18,-12,-358,500,1,-56.7,25.4,-155,41,0.48,-1.56,-0.39,-387,-98,27,-646,19,347,"E"
"7437",126,-43.4,164,18,0.1,0.11,-0.18,50,44,-160,167,600,-318,-9.97,-7.23,-39.4,7,-3.18,0.16,0.69,-11,-71,-13,718,28,187,104.5368877,-12.31669771,-50.78551551,20,-0.55,1.35,0.34,-24,169,-95,-385,451,121,0,0,0,46,0.58,1.88,0.67,-38,444,-17,-224,807,661,"B"
"16219",6.4,3.46,-92.3,1,-0.21,0.06,0.3,-10,2,-1,0,568,-385,42,-29.7,52.8,9,-2.94,1.08,-1.77,-26,66,49,528,-65,458,0,-8.314123189,148.7655095,1,-0.03,0.24,0.39,-1,0,12,-558,266,9,137,25,106,43,0.22,2.09,0.43,-105,353,-212,-514,653,515,"E"
"775",130,-39.6,164,19,0.11,0.11,-0.18,47,46,-171,183,587,-359,-59.2,13.5,104,26,0.55,-0.61,1.02,-244,-65,1,-208,230,639,49.88483398,-28.46364385,-98.27486547,20,0.06,0.02,0.02,-54,92,-160,-570,255,33,0,0,0,13,1.77,-0.02,0.95,74,92,37,653,-143,49,"A"
"17968",0.64,5.16,-88.8,5,-0.02,0,0.02,-15,-1,46,36,639,-291,0,0,0,13,-0.05,0,-0.07,-4,122,-35,476,134,484,58.98948267,-51.2337709,-73.5563489,29,0.35,0.1,-0.34,-141,160,-193,-499,333,96,148,31.3,126,33,-0.03,0.03,-0.03,-115,244,-180,-598,613,665,"E"
"17091",126,11.6,52.9,16,-0.02,0.11,-0.44,-25,48,-143,24,629,-247,-45,19.7,-79,24,1.4,-0.58,0.87,-220,-83,46,-76,176,661,-105.9581544,-47.15248052,-18.27130115,6,0.06,-0.11,0.18,-25,-48,-10,-436,440,-13,-65.8,12.4,-171,51,0.42,-1,-0.25,-456,-196,8,-510,-258,127,"E"
"8581",117,16.2,-5.62,18,0.13,0.11,-0.16,-18,62,-161,12,593,-335,-35.9,-7.81,-49.6,12,3.23,-1.78,0.77,-72,-47,80,425,211,468,89.01383974,67.86018214,4.485112319,7,0,0.55,0.08,42,52,3,-178,599,-85,4.14,30.1,-115,22,1.25,-2.91,-0.28,-154,140,60,-544,726,741,"B"
"16145",137,-39.2,139,17,-0.22,0.11,-0.15,52,40,-158,190,607,-335,-37.4,19.3,-99.8,25,-1.43,-0.02,0.95,-242,-13,57,-224,335,578,117.506599,24.4645876,-30.45694468,27,0.85,-0.67,-0.57,63,240,-78,-102,586,121,0,0,0,50,0.18,3.05,1.59,64,483,-5,-191,800,780,"E"
"7390",126,-43.1,164,18,0.11,0.11,-0.16,51,42,-160,166,602,-309,-45.4,-55.6,26.5,41,0.63,-0.51,0.87,96,-147,-359,380,-81,-531,112.2072983,16.76362079,-41.20026359,24,0.32,-0.31,-0.41,40,216,-96,-188,561,115,0,0,0,39,1.32,-2.94,-0.44,-238,294,2,-671,145,579,"B"
"7498",126,-43.8,164,18,0.16,0.11,-0.18,49,43,-161,163,601,-313,18.6,18.9,-19.8,12,2.62,-1.41,1.07,-106,10,46,337,288,479,91.31108735,-5.537159149,-65.45172255,18,0.75,-0.56,-0.18,-10,143,-110,-470,362,128,0,0,0,32,1.36,-1.61,-0.03,-308,33,27,-383,-364,294,"B"
"2890",1.42,7.27,-93.6,3,0,0,-0.03,-17,3,26,-6,604,-308,-147,1.05,-176,33,-0.08,-0.03,-0.05,-279,112,-111,-335,337,538,29.00903244,-9.549131716,126.4518958,2,0.05,-0.03,-0.05,-2,6,20,-546,296,-43,40,16.2,145,28,0.14,-2.91,-0.36,-171,123,-176,-679,158,510,"A"
"7986",117,16.5,-1.94,17,0.11,0.14,-0.21,-20,61,-156,33,605,-324,-44.5,-40.2,1.16,20,-0.92,0.06,0.18,135,-94,-105,726,-2,9,15.46996953,-6.167244279,140.4072108,3,-0.05,0.24,-0.15,-2,5,32,-487,380,-169,34.8,21.9,-63.6,20,0.03,1.2,0.59,-142,142,-3,-294,745,512,"B"
"3403",0.94,5.84,-88,5,0.02,0,-0.02,-17,2,46,52,637,-307,0,0,0,37,0.03,-0.05,0.05,-271,159,-181,-413,433,399,56.96691101,-50.1313406,-76.35340892,30,0.39,0.1,-0.34,-139,156,-200,-527,334,59,52.4,-41.8,158,33,-0.06,0.13,-0.13,230,102,-199,114,555,661,"A"
"5657",122,27.1,-3.43,19,-0.26,-0.03,-0.41,-40,78,-166,-10,582,-374,33.6,-48.2,-149,17,2.62,-2.04,-0.66,87,74,127,47,472,439,-10.77852261,22.78780653,131.7892057,9,0.47,-0.11,-0.26,21,-10,90,504,-543,-82,-149,44.8,-123,28,-0.31,1.72,0.43,-123,-115,-215,-458,-324,250,"B"
"7984",117,16.7,-1.67,17,0.11,0.13,-0.2,-22,63,-156,25,609,-318,-28.5,-28.8,-14.1,15,-1.14,-0.19,0.9,108,-67,-81,709,52,121,5.351601051,-13.41279796,142.6266174,4,0.02,0.14,-0.16,-5,2,37,-485,374,-176,20.9,26.3,-72.5,20,-0.24,0.98,0.62,-171,95,45,-429,765,678,"B"
"6416",0.19,2.88,-88.5,3,0.02,0,0.02,-10,2,31,31,574,-425,141,-8.53,-85.7,42,-2.91,1.01,-0.05,4,10,-413,-35,-238,-530,-32.72106737,-13.4321442,121.5160442,4,0.82,-0.59,-0.79,-5,-12,35,-383,202,360,-177,22.5,61,43,-0.13,-3.98,-1.23,-1,391,144,-239,852,-493,"B"
"2390",0.24,5.82,-88.3,5,0,0.02,0,-17,2,45,47,637,-311,0,0,0,38,-0.05,0,0.02,-277,154,-194,-427,452,351,47.90364197,-50.20906012,-84.14539505,30,0.35,0.14,-0.38,-142,136,-220,-563,296,-14,49.7,-59.6,164,33,0,0,0,233,104,-204,132,533,704,"A"
"18503",139,-36.4,132,17,0.1,0.18,-0.08,52,35,-150,188,600,-309,-78.4,-58.1,37.1,28,-1.04,-0.18,0.66,145,-134,-191,721,-89,-214,67.72821876,-22.53259857,-84.2881801,19,0.22,0.26,-0.31,-41,115,-137,-535,307,38,0,0,0,40,0.93,-0.95,-0.08,-361,141,4,-655,52,479,"E"
"5363",1.11,4.45,-88.2,3,0.06,0.02,0,-8,3,27,47,575,-426,74.9,43.4,87.8,30,0,0,-0.02,-220,152,-113,-337,235,597,31.1587068,24.77834762,-116.7338653,2,0.14,0.26,-0.18,4,5,-15,-404,327,266,150,-57.8,148,36,-0.22,-0.19,0.33,-54,279,213,-460,974,-385,"A"
"8854",-0.19,2.71,-87.8,4,0.06,-0.02,-0.07,-16,1,40,40,628,-317,0,0,0,23,3.81,-2.57,1.08,49,73,-208,753,-97,-74,97.60114267,-25.18361776,-52.57650656,29,1.04,-0.75,-0.13,-71,236,-143,-267,526,122,152,16.2,129,43,1.98,-5.04,-1.74,283,305,-67,-461,788,994,"B"
"19458",135,22.9,18.4,22,-0.59,-0.02,-1.08,-55,29,-205,-11,565,-403,102,-49.4,69.7,23,-4.61,1.67,0.05,149,53,160,578,195,371,-71.78233683,-42.27584942,68.37407624,16,0.9,-1.91,0.31,-63,-101,97,142,-728,-87,-178,30.8,-130,23,0.43,-4.22,-1.71,-56,9,-215,-368,-458,24,"E"
"7487",127,-43.7,164,18,0.1,0.11,-0.18,49,44,-161,169,598,-315,25.1,-51,-19.2,24,3.56,-2.09,0.98,76,-98,-200,722,-24,-209,109.0281612,13.10548271,-45.93644824,22,0.82,-0.98,-0.3,28,190,-95,-167,537,192,0,0,0,43,1.06,-2.79,-1.02,-203,367,-22,-707,453,697,"B"
"11592",127,-41.4,161,18,0.13,0.11,-0.18,51,44,-160,161,607,-306,-10.3,24.6,-64.5,21,1.32,-0.9,1.03,-206,-18,36,-58,284,601,54.08922523,-26.3446562,-95.57377399,17,0.05,0.29,0.34,-44,87,-138,-567,246,49,0,0,0,44,0.82,1.93,0.85,-263,337,7,-666,596,664,"C"
"7029",0.96,4.17,-88.2,5,0.16,0.03,0.02,-11,5,44,48,625,-321,0,0,0,25,2.2,-1.35,0.07,-110,216,-26,227,375,478,82.98932812,-32.53489755,-63.6605976,34,0.5,1.48,-0.23,-107,247,-199,-280,567,-49,126,0.88,121,49,1.48,-5.54,-0.98,209,412,-125,-496,764,923,"B"
"11731",125,-42.8,165,17,0.08,0.13,-0.2,49,45,-158,168,595,-305,-15.8,-25.3,-49.7,8,-1.46,-0.16,0.64,-7,-76,-3,575,61,378,43.06286723,-33.68068548,-100.9338698,18,0.08,-0.03,-0.03,-57,72,-146,-563,254,48,0,0,0,40,1,0.35,0.28,31,385,-51,31,663,444,"C"
"17545",1.73,7.26,-87.2,3,-0.08,0.03,-0.02,-19,6,26,86,574,-423,96.7,9.73,132,32,1.06,0.02,-0.61,-252,151,-99,-562,303,391,34.20633244,12.00854036,120.6617522,4,-0.27,0.14,0.07,5,14,39,-480,123,300,-179,8.87,115,37,-0.18,-1.67,-0.15,-98,283,201,-774,1200,-544,"E"
"2781",1.25,7.49,-93.9,3,0.19,0.02,0.02,-21,6,24,-5,604,-300,-141,3.67,-171,34,-0.02,-0.02,0.02,-288,110,-123,-368,345,511,116.0475432,11.48766054,39.2046409,3,0.39,0.16,-0.31,3,24,10,-539,327,-48,16.1,-62.7,-141,36,0.05,-0.19,0,180,220,-207,-45,671,488,"A"
"5840",122,25.9,-5.5,19,-0.24,-0.03,-0.46,-32,77,-166,-4,591,-360,122,-21.4,57.6,24,-4.05,1.54,-0.07,149,74,173,437,295,422,-20.96240648,14.74220315,131.3245584,8,0.56,0.19,-0.66,12,-17,79,527,-517,-86,-151,55.1,-92.7,28,1.3,-2.97,-0.49,3,-189,-195,-164,-581,63,"B"
"12173",120,14.2,2.47,18,0.1,0.13,-0.16,-19,59,-165,26,592,-336,-53.8,28.9,-109,32,-0.5,-0.45,1.12,-302,-73,-34,-366,284,595,-99.17206817,-49.01916565,28.27417917,6,-0.06,0.4,0,-27,-48,16,-457,409,-15,1.13,44.9,-92.7,32,-0.22,1.24,0.03,-295,91,31,-590,630,581,"C"
"1481",121,-43.9,173,17,0.1,0.11,-0.18,49,42,-158,163,613,-297,-51.5,69.8,-132,28,0.21,-0.5,0.74,-273,-38,-24,-288,354,546,63.26708037,-24.10168473,-87.93403137,19,0.45,0.03,-0.28,-44,109,-142,-517,352,-13,0,0,0,49,1.57,-1.46,0,-41,480,12,-318,820,681,"A"
"4782",117,16,1.67,17,0.1,0.13,-0.21,-25,64,-154,17,605,-305,-34.8,23.9,-83.2,25,1.32,-0.92,0.74,-242,-61,11,-176,257,626,-2.447288203,-37.58427542,119.4077504,4,-0.26,0.22,0.34,-15,-1,38,-491,374,-171,-36.9,28.3,-159,41,0.11,-1.11,-0.61,-388,-76,68,-684,195,502,"A"
"11441",128,-40.9,161,18,0.06,0.11,-0.2,49,44,-164,166,599,-322,0.62,-6.98,-56,14,-1.91,0.11,0.48,-116,-64,22,367,120,547,49.71900624,-27.42913694,-99.02225362,17,0.16,-0.05,-0.18,-46,81,-142,-559,267,49,0,0,0,45,0.92,-1.22,-0.07,-251,356,-32,-656,587,599,"C"
"10718",1.06,4.75,-88,5,0.08,0,-0.03,-12,5,43,44,633,-305,0,0,0,35,3.18,-2.17,1.16,55,11,-340,649,-155,-287,50.94323599,-55.32555945,-77.14547177,30,0.35,0.26,-0.36,-153,142,-203,-533,268,107,152,-7.26,78.9,41,0.43,-1.94,-0.1,210,299,-168,-25,688,703,"C"
"15706",1.02,3.69,-87.1,4,-0.1,0.02,0.03,-13,3,41,46,631,-308,0,0,0,12,0.06,-0.05,-0.03,9,119,-26,475,117,477,65.80392497,-49.5276211,-68.482141,29,0.13,0.32,-0.11,-136,175,-181,-482,351,81,146,33.9,136,32,-0.55,2.94,0.72,-118,258,-144,-678,447,716,"D"
"1781",1.15,4.42,-87.6,3,0.05,0,0,-6,3,28,51,568,-422,72.9,44.2,86.1,31,0.03,-0.02,0.11,-226,154,-124,-354,241,581,-92.43478821,-64.18410099,6.656816378,2,0.14,-0.51,-0.28,-9,-12,1,-437,249,286,147,-37.1,119,38,-0.26,-1.35,0.26,-55,307,200,-467,1030,-452,"A"
"3555",1.14,4.53,-87.8,4,-0.06,0,0.02,-11,5,36,44,621,-324,0,0,0,38,0,0.02,-0.05,-273,161,-189,-411,415,407,60.3101956,-41.56333361,-80.06550466,32,0.79,0.11,-0.62,-126,177,-224,-447,447,-33,34.3,51.2,108,28,0.69,-2.79,-0.26,-41,218,-157,-654,539,744,"A"
"9452",123,25.6,-3.23,20,-0.55,-0.03,-0.46,-43,69,-174,8,588,-369,110,46.3,80.3,11,1.28,-0.66,0.3,49,18,91,-163,358,565,-81.48972628,-58.80588325,41.52867786,14,-0.58,-0.16,0.39,-77,-101,56,110,-741,-135,150,24.7,169,34,0.69,-4,-1.31,-106,266,-162,-711,267,587,"C"
"10012",1.19,1.55,-88.2,3,0.02,0.02,-0.03,-3,2,26,30,564,-431,79.7,-31,58.7,16,-3.32,0.79,-0.77,-54,142,-17,521,44,438,-22.34356066,-60.6238178,-91.30323064,3,0.55,0.02,-0.57,-18,-7,-25,-497,139,267,-176,20.1,51.1,35,-0.22,2.97,0.82,69,286,169,157,330,-295,"C"
"17451",130,9.39,54.7,17,0.22,0.1,-0.05,-16,68,-154,32,612,-279,-76.6,-17.6,21,31,1.88,-0.93,1.08,142,-154,-220,676,-119,-200,-75.90702093,75.90702093,-23.1477364,0,0.1,-0.18,-0.07,3,-3,-1,-323,525,22,-73.9,-5.86,175,52,-0.35,1.53,-0.02,-410,-305,-32,-359,-457,14,"E"
"18421",144,-37.8,144,19,0.35,-0.03,-0.62,48,41,-174,170,582,-351,-16.3,-10.9,-43.1,8,1.06,-0.66,0.75,-43,-48,49,387,155,534,66.31809704,-24.27651029,-84.87854185,17,0.11,-0.11,-0.08,-41,105,-128,-518,322,73,0,0,0,49,1.03,0.79,0.74,-200,432,-6,-520,743,604,"E"
